extration_date,product_ID,product_name,price,price_per,club_card_price,price_kg,label,aldi_price_label,product_link,product_image
2024-05-14,10111033,Tesco Sirloin Steak 227G,,,,,,,/groceries/en-GB/products/300400609,https://digitalcontent.api.tesco.com/v2/media/ghs/626b2eea-fc80-4b9d-b619-d99a22fd0201/50be8fbf-6531-4d32-b3b4-f4c876b17985.jpeg?h=225&w=225
